TAXA	sample_type	sample_color	frequency	spect_cluster	commun_cluster	spect_color	comm_color
Actinobaculum sp. oral taxon 183	Subgingival_plaque	#ffac5c	11	2.0	1.0	#10a2f0	#386df9
Actinobaculum suis	Throat	#ff5c2f	4	3.0	0.0	#2adddd	#8000ff
Actinomyces dentalis	Subgingival_plaque	#ffac5c	4	3.0	0.0	#2adddd	#8000ff
Actinomyces israelii	Subgingival_plaque	#ffac5c	2	3.0	0.0	#2adddd	#8000ff
Actinomyces johnsonii	Subgingival_plaque	#ffac5c	2	2.0	1.0	#10a2f0	#386df9
Actinomyces massiliensis	Supragingival_plaque	#ff8646	8	2.0	1.0	#10a2f0	#386df9
Actinomyces odontolyticus	Throat	#ff5c2f	15	6.0	0.0	#d4dd80	#8000ff
Actinomyces oris	Supragingival_plaque	#ff8646	4	2.0	1.0	#10a2f0	#386df9
Actinomyces sp. HPA0247	Tongue_dorsum	#ff2f18	14	6.0	2.0	#d4dd80	#10c6e6
Actinomyces sp. ICM47	Tongue_dorsum	#ff2f18	15	6.0	0.0	#d4dd80	#8000ff
Actinomyces sp. ICM54	Tongue_dorsum	#ff2f18	11	6.0	0.0	#d4dd80	#8000ff
Actinomyces sp. ICM58	Tongue_dorsum	#ff2f18	15	6.0	0.0	#d4dd80	#8000ff
Actinomyces sp. oral taxon 170	Supragingival_plaque	#ff8646	5	2.0	1.0	#10a2f0	#386df9
Actinomyces sp. oral taxon 171	Supragingival_plaque	#ff8646	6	2.0	1.0	#10a2f0	#386df9
Actinomyces sp. oral taxon 172	Tongue_dorsum	#ff2f18	15	3.0	0.0	#2adddd	#8000ff
Actinomyces sp. oral taxon 175	Supragingival_plaque	#ff8646	2	2.0	1.0	#10a2f0	#386df9
Actinomyces sp. oral taxon 181	Tongue_dorsum	#ff2f18	11	6.0	2.0	#d4dd80	#10c6e6
Actinomyces sp. oral taxon 414	Subgingival_plaque	#ffac5c	4	3.0	0.0	#2adddd	#8000ff
Actinomyces sp. oral taxon 448	Supragingival_plaque	#ff8646	2	2.0	1.0	#10a2f0	#386df9
Actinomyces sp. oral taxon 848	Supragingival_plaque	#ff8646	1	9.0	5.0	#ff0000	#ecc86f
Actinomyces sp. oral taxon 849	Supragingival_plaque	#ff8646	1	2.0	1.0	#10a2f0	#386df9
Actinomyces sp. ph3	Tongue_dorsum	#ff2f18	11	6.0	2.0	#d4dd80	#10c6e6
Actinomyces sp. S6-Spd3	Tongue_dorsum	#ff2f18	15	4.0	4.0	#62fbc4	#a2f9a0
Actinomyces viscosus	Attached	#622ffe	5	2.0	1.0	#10a2f0	#386df9
Afipia birgiae	Throat	#ff5c2f	2	2.0	1.0	#10a2f0	#386df9
Afipia broomeae	Anterior_nares	#8000ff	1	2.0	1.0	#10a2f0	#386df9
Aggregatibacter aphrophilus	Saliva	#cbe486	13	3.0	0.0	#2adddd	#8000ff
Aggregatibacter sp. oral taxon 458	Saliva	#cbe486	9	2.0	1.0	#10a2f0	#386df9
Alistipes putredinis	Stool	#e8cb72	2	2.0	1.0	#10a2f0	#386df9
Alloprevotella tannerae	Subgingival_plaque	#ffac5c	15	6.0	2.0	#d4dd80	#10c6e6
